Category,Question ID,Question,Source,Answers
Testing - Anal Swabs,227,does the presence of covid in anal swabs determine how severe it is,Author Generated,"digestive tract might be one extrapulmonary site for virus replication, in the anal swab cohort (figure 1 (b)), 11 of 28 cases were detected to be anal swab positive, 8 of them (72.7%) were with severe symptoms, which was significantly higher than that 4 (23.5%) of the rest 17 cases without detectable virus in anal were severe cases"
Testing - Anal Swabs,227,have anal swab tests been linked with case severity,Author Generated,"digestive tract might be one extrapulmonary site for virus replication, in the anal swab cohort (figure 1 (b)), 11 of 28 cases were detected to be anal swab positive, 8 of them (72.7%) were with severe symptoms, which was significantly higher than that 4 (23.5%) of the rest 17 cases without detectable virus in anal were severe cases"
Symptoms - Illness Caused by COVID,241,what illness is caused by the covid covid,GitHub.com/deepset-ai/COVID-QA,"the novel covid (covid) infection caused pneumonia. , covid disease 2019 (covid  19)"
Symptoms - Illness Caused by COVID,241,what is the name of the disease caused buy covid,GitHub.com/deepset-ai/COVID-QA,"the novel covid (covid) infection caused pneumonia. , covid disease 2019 (covid  19)"
Symptoms - Illness Caused by COVID,241,can covid cause secondary illnesses,Author Generated,"the novel covid (covid) infection caused pneumonia. , covid disease 2019 (covid  19)"
Symptoms - Illness Caused by COVID,241,are there other illnesses that result from covid,Author Generated,"the novel covid (covid) infection caused pneumonia. , covid disease 2019 (covid  19)"
Symptoms - Illness Caused by COVID,241,what other disease will covid result in,Author Generated,"the novel covid (covid) infection caused pneumonia. , covid disease 2019 (covid  19)"
Symptoms - Illness Caused by COVID,241,which disease does covid cause,Author Generated,"the novel covid (covid) infection caused pneumonia. , covid disease 2019 (covid  19)"
Societal Response - Time Taken to Share Genome,260,when did the chinese authorities share the sequence of a novel covid,GitHub.com/deepset-ai/COVID-QA,"12 jan 20, 2 weeks"
Societal Response - Time Taken to Share Genome,260,how long did it take to publish the full genomic sequence of covid after it was identified,GitHub.com/deepset-ai/COVID-QA,"12 jan 20, 2 weeks"
Societal Response - Time Taken to Share Genome,260,what was the time needed to get the full sequence of covid,Author Generated,"12 jan 20, 2 weeks"
Societal Response - Time Taken to Share Genome,260,when did we learn the sequence of covid,Author Generated,"12 jan 20, 2 weeks"
Societal Response - Time Taken to Share Genome,260,how long was needed to get covids full genome sequence,Author Generated,"12 jan 20, 2 weeks"
Societal Response - Time Taken to Share Genome,260,how long was the delay between noticing covid and getting its genome,Author Generated,"12 jan 20, 2 weeks"
Having COVID - Longevity of Damage,378,does covid cause permanent lung damage,Yahoo Search,
Having COVID - Longevity of Damage,378,does covid cause irreversible damage to the respiratory system,Quora,
Having COVID - Longevity of Damage,378,what lasting health impact will covid have on those who recover from covid,Quora,
Having COVID - Longevity of Damage,378,do covid effects last forever,Quora,
Having COVID - Longevity of Damage,378,are there any permanent effects of covid,Author Generated,
Having COVID - Longevity of Damage,378,will covid result in permanent damage,Author Generated,
Comparison - Earlier Strains,424,how does covid vary from covid18 or covid17,Yahoo Answers,
Comparison - Earlier Strains,424,was there a covid 18 before covid,Quora,
Comparison - Earlier Strains,424,what happened to covid 1 18 and will there be a covid 20,Quora,
Comparison - Earlier Strains,424,was there a covid 18,Quora,
Comparison - Earlier Strains,424,was covid preceded by covid 18,Author Generated,
Comparison - Earlier Strains,424,are there covids before this one,Author Generated,
Reporting - Is China Lying,428,is there reason to believe the covid deaths in china are underreported,Quora,
Reporting - Is China Lying,428,does china give correct information to other countries on covid,Quora,
Reporting - Is China Lying,428,is chinas very high recovery rate from covid really accurate,Quora,
Reporting - Is China Lying,428,is china being truthful about the number of deaths due to the covid or is it much higher,Quora,
Reporting - Is China Lying,428,is china lying about covid,Quora,
Reporting - Is China Lying,428,could china be misleading us,Author Generated,
Societal Effects - Positive Impacts,430,what is 1 good thing that has happened as a result of covid,Quora,
Societal Effects - Positive Impacts,430,is there any blessing in disguise from this covid pandemic,Quora,
Societal Effects - Positive Impacts,430,is there some good news regarding covid,Quora,
Societal Effects - Positive Impacts,430,what is the best thing that has happened to you during the covid lockdown period,Quora,
Societal Effects - Positive Impacts,430,what are the positive impacts of the covid crisis,Quora,
Societal Effects - Positive Impacts,430,how will the covid pandemic benefit society in the long run,Quora,
Societal Effects - Daily Life,432,how has covid affected your job or career so far,Quora,
Societal Effects - Daily Life,432,what are you now avoiding as a result of the covid outbreak,Quora,
Societal Effects - Daily Life,432,how has covid impacted you so far,Quora,
Societal Effects - Daily Life,432,how has the covid affected you,Quora,
Societal Effects - Daily Life,432,how has covid affected your everyday life,Quora,
Societal Effects - Daily Life,432,in what ways have people been affected by covid,Author Generated,
Societal Response - China,437,how has china gotten covid under control,Quora,
Societal Response - China,437,how can china lower the spreading of covid,Quora,
Societal Response - China,437,how do you think china has recovered from covid so quickly while the rest of the world is struggling,Quora,
Societal Response - China,437,what is china doing to stop the spread of covid,Quora,
Societal Response - China,437,what strategies did china use to stop covid,Author Generated,
Societal Response - China,437,how was china able to control covid so well,Author Generated,
Societal Effects - US 2020 Election,454,how much of a factor will the covid be in the 2020 presidential election,Quora,
Societal Effects - US 2020 Election,454,in light of the covid pandemic is trump more likely to be re elected,Quora,
Societal Effects - US 2020 Election,454,will the covid affect president donald trumps re election,Quora,
Societal Effects - US 2020 Election,454,did covid cost trump his second term,Quora,
Societal Effects - US 2020 Election,454,what will the effects of covid be on the election,Author Generated,
Societal Effects - US 2020 Election,454,will the presidential election be affected by covid,Author Generated,
Economic Effects - Technology Industry,458,how is the it industry coping with the covid situation,Quora,
Economic Effects - Technology Industry,458,what would be the impact of covid on the it industry globally,Quora,
Economic Effects - Technology Industry,458,how have the large tech companies been affected by covid,Quora,
Economic Effects - Technology Industry,458,will there be a lot of layoffs in the tech industry due to the covid pandemic,Quora,
Economic Effects - Technology Industry,458,in what ways has the it industry been affected by covid,Author Generated,
Economic Effects - Technology Industry,458,how has covid affected the it industry,Author Generated,
Transmission - Demographics: Child Immunity,486,are children immuned to the new covid,Quora,
Transmission - Demographics: Child Immunity,486,are kids getting affected by covid,Quora,
Transmission - Demographics: Child Immunity,486,are children as likely to get covid as adults,Quora,
Transmission - Demographics: Child Immunity,486,can a young and healthy person die from a covid infection,Quora,
Transmission - Demographics: Child Immunity,486,is it possible for kids to get covid,Author Generated,
Transmission - Demographics: Child Immunity,486,what is the relationship between age and risk of covid,Author Generated,
Economic Effects - Stocks,501,why are stock markets dipping in response to covid,Quora,
Economic Effects - Stocks,501,why and how is covid affecting the stock market,Quora,
Economic Effects - Stocks,501,how will covid affect the financial market,Quora,
Economic Effects - Stocks,501,what is it that is making the stock market even better amid the covid pandemic,Quora,
Economic Effects - Stocks,501,for what reason is the stock market affected by covid,Author Generated,
Economic Effects - Stocks,501,what is the reasoning behind covid affecting the stock market,Author Generated,
Societal Effects - Repurcussions for China,505,will the usa sue china for covid pandemic,Quora,
Societal Effects - Repurcussions for China,505,how can the world hold china financially liable for the covid global pandemic,Quora,
Societal Effects - Repurcussions for China,505,what sort of penalty should china pay for causing covid,Quora,
Societal Effects - Repurcussions for China,505,will the chinese government be held accountable in any way for the covid virus epidemic,Quora,
Societal Effects - Repurcussions for China,505,what would be the best way to hold china accountable for covid,Author Generated,
Societal Effects - Repurcussions for China,505,is there any way to penalize china for covid,Author Generated,
Societal Effects - Hopeless Scenarios,506,how will life be changed if in the next generations there is still no vaccine for covid,Quora,
Societal Effects - Hopeless Scenarios,506,what happens if lockdown cant prevent from covid for a whole year especially that there is no vaccine and cure,Quora,
Societal Effects - Hopeless Scenarios,506,without a vaccine will the covid outbreak ever end,Quora,
Societal Effects - Hopeless Scenarios,506,what if the us fails to contain covid,Quora,
Societal Effects - Hopeless Scenarios,506,what could happen if the cure for covid is not found,Quora,
Societal Effects - Hopeless Scenarios,506,what if the covid vaccine is never discovered,Quora,
Reporting - Is Situation Improving,514,how effective is the measure of social distancing in the fight against covid,Quora,
Reporting - Is Situation Improving,514,is the covid curve flattening,Quora,
Reporting - Is Situation Improving,514,are we winning the war against covid,Quora,
Reporting - Is Situation Improving,514,are we flattening the curve of covid successfully,Quora,
Reporting - Is Situation Improving,514,have our efforts against covid helped,Author Generated,
Reporting - Is Situation Improving,514,have we made progress in the fight against covid,Author Generated,
Reporting - Expected Deaths,535,will covid ultimately kill 1000000 in the us,Quora,
Reporting - Expected Deaths,535,can covid reduce the population of humans on earth by half,Quora,
Reporting - Expected Deaths,535,how many deaths do you expect from the covid when the pandemic is finally over,Quora,
Reporting - Expected Deaths,535,what is the realistic health impact of covid,Quora,
Reporting - Expected Deaths,535,what is the predicted number of deaths due to covid,Author Generated,
Reporting - Expected Deaths,535,how many deaths will covid ultimately cause,Author Generated,
Prevention - Vaccine: Reason for Delay,691,why is there no vaccine for the covid virus,Quora,
Prevention - Vaccine: Reason for Delay,691,if regular flu vaccines can be produced each year why does the covid vaccine need 12 18 months,Quora,
Prevention - Vaccine: Reason for Delay,691,if the h1n1 vaccine was developed so quickly why does the covid vaccine take so much time,Quora,
Prevention - Vaccine: Reason for Delay,691,why is the vaccine for covid taking so long,Quora,
Prevention - Vaccine: Reason for Delay,691,how is there still not a vaccine or cure for covid,Author Generated,
Prevention - Vaccine: Reason for Delay,691,what is taking so long to develop a vaccine for covid,Author Generated,
Reporting - Accuracy,3,are covid deaths accurate,Google Search,
Reporting - Accuracy,3,do you think the statistics on covid cases are underestimated,Quora,
Reporting - Accuracy,3,is there underreporting of covid cases in specific countries or worldwide,Quora,
Speculation - Predicting COVID,67,was covid predicted,Yahoo Search,
Speculation - Predicting COVID,67,was the covid predicted by anyone,Quora,
Speculation - Predicting COVID,67,did anyone see the covid virus coming,Quora,
Prevention - Vaccine: Usefulness,139,if novel covid antibodies may or may not offer long term immunity how would a vaccine help,Cable News Network,"in some cases, a vaccine might give stronger protection than antibodies produced after being infected, epidemiologist. "
Prevention - Vaccine: Usefulness,139,is it possible to develop a vaccine for covid if its proved that even survivors dont develop immunity to this disease,Quora,"in some cases, a vaccine might give stronger protection than antibodies produced after being infected, epidemiologist. "
Prevention - Vaccine: Usefulness,139,will covid vaccines be effective since a recovered person can contract the virus again,Quora,"in some cases, a vaccine might give stronger protection than antibodies produced after being infected, epidemiologist. "
Prevention - Remaining Safe while Travelling,160,if traveling on a plane how do i stay safe,Cable News Network,its not the cabin air you need to worry about. its keeping your hands clean.
Prevention - Remaining Safe while Travelling,160,what are some covid related travel tips,Quora,its not the cabin air you need to worry about. its keeping your hands clean.
Prevention - Remaining Safe while Travelling,160,how can you avoid catching covid while travelling,Quora,its not the cabin air you need to worry about. its keeping your hands clean.
Societal Effects - Education,190,will schools be dismissed if there is an outbreak in my community,Center for Disease Control,read or watch local media sources that report school dismissals or and watch for communication from your childs school.
Societal Effects - Education,190,what will be the educational impacts of covid,Quora,read or watch local media sources that report school dismissals or and watch for communication from your childs school.
Societal Effects - Education,190,should schools close for covid,Quora,read or watch local media sources that report school dismissals or and watch for communication from your childs school.
Prevention - Radiation,210,would microwave kill covid,Bing Search,
Prevention - Radiation,210,does uv light kill the covid,Quora,
Prevention - Radiation,210,can i use radiation to kill covid,Author Generated,
Societal Response - Hoax,394,is covid a hoax,Yahoo Search,
Societal Response - Hoax,394,do you believe covid is a hoax,Quora,
Societal Response - Hoax,394,is covid real,Quora,
Transmission - Reason for Contagiousness,407,why covid is contagious,Yahoo Search,
Transmission - Reason for Contagiousness,407,why is covid so contagious,Quora,
Transmission - Reason for Contagiousness,407,why are covid patients contagious for so long before they show the symptoms,Quora,
Societal Effects - Self Discovery,441,what is your biggest discovery during covid,Quora,
Societal Effects - Self Discovery,441,what are the new things covid has taught you,Quora,
Societal Effects - Self Discovery,441,did the covid pandemic make you realize anything about yourself that you didnt already know,Quora,
Economic Effects - Starting a Business,449,which is the best business to start amidst covid,Quora,
Economic Effects - Starting a Business,449,what kind of startup idea can be beneficial during covid disease,Quora,
Economic Effects - Starting a Business,449,which businesses are booming because of covid,Quora,
Economic Effects - World Superpower,455,will china become superpower after covid,Quora,
Economic Effects - World Superpower,455,who will be the world superpower at the end of the covid pandemic,Quora,
Economic Effects - World Superpower,455,is china gaining from the covid pandemic economically,Quora,
Other - Effect on Animals,471,how do dogs and cats contract covid,Quora,
Other - Effect on Animals,471,how has covid affected animals,Quora,
Other - Effect on Animals,471,what animals are affected by covid,Author Generated,
Individual Response - Future Plans,473,wheres the first place youre going to travel to once covid dies down,Quora,
Individual Response - Future Plans,473,what is the one thing you want to do when covid is over,Quora,
Individual Response - Future Plans,473,what is the first thing you would do after the covid quarantine,Quora,
Societal Effects - Trump Infection,476,what would happen if trump tests positive for covid,Quora,
Societal Effects - Trump Infection,476,what will happen if the president of the usa gets covid,Quora,
Societal Effects - Trump Infection,476,what would happen if donald trump caught and died from covid,Quora,
Societal Effects - Travel After COVID,498,will covid permanently end global travel,Quora,
Societal Effects - Travel After COVID,498,what will travel look like after the end of the covid pandemic,Quora,
Societal Effects - Travel After COVID,498,when will international travel get back to normal following the covid pandemic,Quora,
Having COVID - Reason for Asymptomatic,511,why are some people asymptomatic while others can be highly symptomatic with the covid,Quora,
Having COVID - Reason for Asymptomatic,511,why are so many people who get the covid asymptomatic,Quora,
Having COVID - Reason for Asymptomatic,511,how is it that some people can be asymptomatic to covid,Quora,
Transmission - Reason for Childhood Immunity,512,why are kids not getting covid,Quora,
Transmission - Reason for Childhood Immunity,512,why are children almost immune to covid,Quora,
Transmission - Reason for Childhood Immunity,512,how are babies not affected by covid,Quora,
Societal Effects - How Individuals have Changed,526,what kind of person will you be after the covid pandemic,Quora,
Societal Effects - How Individuals have Changed,526,what will you do different in your life now than what you did before since covid,Quora,
Societal Effects - How Individuals have Changed,526,is covid making us better or worse people,Quora,
Economic Effects - Making Money,594,can you make money online during covid country lockdown,Quora,
Economic Effects - Making Money,594,how can i make quick cash during the covid pandemic,Quora,
Economic Effects - Making Money,594,how can i save money when i am working from home because of covid,Quora,
Societal Response - Overreaction,610,why is everyone panicked over covid arent we taking things a little too far,Quora,
Societal Response - Overreaction,610,did the covid pandemic become a global mass hysteria,Quora,
Societal Response - Overreaction,610,are we blowing covid out of proportion,Quora,
Societal Response - Politics,636,why is everything about covid political,Quora,
Societal Response - Politics,636,why are republican states more reluctant to issue stay at home orders to mitigate covid as compared to democrats,Quora,
Societal Response - Politics,636,why does a persons response to covid often correlate to their position on the political spectrum,Quora,
Other - COVID Visual,40,what covid looks like,Google Search,
Other - COVID Visual,40,what does the covid look like,Quora,
Societal Response - Reason for Lockdown,71,why covid lockdown,Google Search,"we really should be, said dr. anthony fauci, a member of the white house covid task force. "
Societal Response - Reason for Lockdown,71,should all americans be under stay at home orders,Cable News Network,"we really should be, said dr. anthony fauci, a member of the white house covid task force. "
Comparison - Other Viruses,85,whats the difference between the new covid and other covids,John Hopkins University,"the new covid is different from these, and was only identified in december 2019."
Comparison - Other Viruses,85,how does covid compare to other viruses,Quora,"the new covid is different from these, and was only identified in december 2019."
Prevention - Safety of Blood Donations,108,is it safe for me to donate blood during the covid pandemic,Food and Drug Administration,"if you are healthy and interested in donating blood, the fda encourages you to contact a local donation center to make an appointment., blood donors must be healthy and feel well on the day of donation. routine blood donor screening measures that are already in place should prevent individuals with respiratory infections from donating blood. "
Prevention - Safety of Blood Donations,108,what steps are being taken to protect the u.s. blood supply from the virus that causes covid,Food and Drug Administration,"if you are healthy and interested in donating blood, the fda encourages you to contact a local donation center to make an appointment., blood donors must be healthy and feel well on the day of donation. routine blood donor screening measures that are already in place should prevent individuals with respiratory infections from donating blood. "
Individual Response - 3D Printing,124,can 3d printing be used to make ppe,Food and Drug Administration,"while it is possible to use 3d printing to make certain ppe, there are technical challenges. 3d printed ppe may provide a physical barrier, but 3d printed ppe are unlikely to provide the same fluid barrier and air filtration protection as fda cleared surgical masks and n95 respirators"
Individual Response - 3D Printing,124,how is 3d printing helping with the covid pandemic,Quora,"while it is possible to use 3d printing to make certain ppe, there are technical challenges. 3d printed ppe may provide a physical barrier, but 3d printed ppe are unlikely to provide the same fluid barrier and air filtration protection as fda cleared surgical masks and n95 respirators"
Testing - Testing Everyone,138,why cant we just test everyone in the us,Cable News Network,"doctors say its not realistic to test all 328 million people in the us, especially since many states are still struggling to get enough tests or testing supplies. "
Testing - Testing Everyone,138,why are we still not testing everyone for covid,Quora,"doctors say its not realistic to test all 328 million people in the us, especially since many states are still struggling to get enough tests or testing supplies. "
Origin - 5G Network Conspiracy,142,does this pandemic have anything to do with the 5g network,Cable News Network,no. thats just a hoax going around the internet.
Origin - 5G Network Conspiracy,142,is it true that 5g spreads the covid,Quora,no. thats just a hoax going around the internet.
Treatment - Flu Treatments for COVID,143,will a pneumonia or flu vaccine help protect against covid,Cable News Network,some cases of covid do lead to pneumonia. but the pneumonia vaccine wont help
Treatment - Flu Treatments for COVID,143,why wouldnt tamiflu help against covid,Quora,some cases of covid do lead to pneumonia. but the pneumonia vaccine wont help
Prevention - Public Transportation,154,should i avoid public transportation,Cable News Network,"if you rely on public transportation, use caution. if youre sick or live in an area where an outbreak has been reported, avoid it. "
Prevention - Public Transportation,154,is public transport best avoided given the covid outbreak,Yahoo Answers,"if you rely on public transportation, use caution. if youre sick or live in an area where an outbreak has been reported, avoid it. "
Having COVID - Recovery Time,164,how long does it take to recover,Cable News Network,it takes anything up to six weeks to recover from this disease.
Having COVID - Recovery Time,164,for how long do people stay infected with covid,Quora,it takes anything up to six weeks to recover from this disease.
Prevention - Going to Work,102,should i go to work,Cable News Network,"if you can, you should stay home from work when youre sick, whether or not you have covid. , stay home if you can. talk to your employer to discuss working from home, taking leave if you or someone in your household gets sick with covid symptoms, or if your childs school is dismissed temporarily. "
Prevention - Going to Work,102,should i go to work if there is an outbreak in my community,Center for Disease Control,"if you can, you should stay home from work when youre sick, whether or not you have covid. , stay home if you can. talk to your employer to discuss working from home, taking leave if you or someone in your household gets sick with covid symptoms, or if your childs school is dismissed temporarily. "
Societal Effects - Stigma,167,why might someone blame or avoid individuals and groups (create stigma) because of covid,Center for Disease Control,"people in the u.s. may be worried or anxious about friends and relatives who are living in or visiting areas where covid is spreading. some people are worried about getting the disease from these people. fear and anxiety can lead to social stigma, for example, toward people who live in certain parts of the world, people who have traveled internationally, people who were in quarantine, or healthcare professionals. "
Societal Effects - Stigma,167,do you think there will be more racism during covid,Quora,"people in the u.s. may be worried or anxious about friends and relatives who are living in or visiting areas where covid is spreading. some people are worried about getting the disease from these people. fear and anxiety can lead to social stigma, for example, toward people who live in certain parts of the world, people who have traveled internationally, people who were in quarantine, or healthcare professionals. "
Reporting - Reasons for Increasing Number of Cases,172,why are we seeing a rise in cases,Center for Disease Control,the number of cases of covid being reported in the united states is rising due to increased laboratory testing and reporting across the country. the growing number of cases in part re$ects the rapid spread of covid as many u.s. states and territories experience community spread.
Reporting - Reasons for Increasing Number of Cases,172,why we are seeing rising cases due to covid,Quora,the number of cases of covid being reported in the united states is rising due to increased laboratory testing and reporting across the country. the growing number of cases in part re$ects the rapid spread of covid as many u.s. states and territories experience community spread.
Societal Response - CDC Response,203,what is cdc doing about covid,Center for Disease Control,cdc is working with other federal partners in a whole of government response.
Societal Response - CDC Response,203,how is the cdc handling (or mishandling) covid,Quora,cdc is working with other federal partners in a whole of government response.
Nomenclature - Scientific Name,229,what is the genus of the sars covid,GitHub.com/deepset-ai/COVID-QA,betacovid
Nomenclature - Scientific Name,229,what is the scientific name of covid,Quora,betacovid
Reporting - Reasons for Underestimating COVID,233,why might we underestimate the spread of covid,GitHub.com/deepset-ai/COVID-QA,"limited information available regarding incubation time, transmissibility, and virus origin"
Reporting - Reasons for Underestimating COVID,233,why are the world politicians underestimating covid,Quora,"limited information available regarding incubation time, transmissibility, and virus origin"
Reporting - Location of COVID Genome,276,what platform was instrumental in rapid sharing of covid information,GitHub.com/deepset-ai/COVID-QA,"global initiative on sharing all influenza data (gisaid), global initiative on sharing all influenza data (gisaid) (https//www.gisaid.org/)"
Reporting - Location of COVID Genome,276,where can published genomic sequences be found for the covid virus,GitHub.com/deepset-ai/COVID-QA,"global initiative on sharing all influenza data (gisaid), global initiative on sharing all influenza data (gisaid) (https//www.gisaid.org/)"
Origin - Natural Reservoir,322,what was the covid reservoir,GitHub.com/deepset-ai/COVID-QA,"the seafood market, bats"
Origin - Natural Reservoir,322,what is a natural reservoir of covid,GitHub.com/deepset-ai/COVID-QA,"the seafood market, bats"
Symptoms - Ability to be Asymptomatic,379,have covid with no symptoms,Bing Search,
Symptoms - Ability to be Asymptomatic,379,is it possible to have covid without any symptoms at all,Quora,
Treatment - Advil,380,should covid patients take advil,Bing Search,
Treatment - Advil,380,why should you not take advil during the covid pandemic,Quora,
Origin - Patient Zero,385,who is covid patient 0,Bing Search,
Origin - Patient Zero,385,who is patient zero for the covid virus,Quora,
Symptoms - Fever Onset,396,when does fever start with covid,Yahoo Search,
Symptoms - Fever Onset,396,does the covid provoke a fever,Quora,
Transmission - Time of Contagiousness When Infected,397,when are you contagious with covid,Yahoo Search,
Transmission - Time of Contagiousness When Infected,397,at what stage is covid the most contagious,Quora,
Societal Response - Views on Protesting,408,do you think protesting for covid quarantine is stupid,Yahoo Answers,
Societal Response - Views on Protesting,408,how do you feel about the anti lockdown protests happening across the us from covid,Quora,
Other - Personally Known Patients,417,with great respect how many people do you personally know who have died from covid,Yahoo Answers,
Other - Personally Known Patients,417,do you personally know anybody who has been hospitalized due to the corona virus covid,Quora,
Speculation - Bill Gates Evil Conspiracy,419,is bill gates evil why many think he is behind this covid crisis,Yahoo Answers,
Speculation - Bill Gates Evil Conspiracy,419,why is bill gates so interested in a covid vaccine,Quora,
Transmission - Countries with no Cases,433,is there a country whose people are not exposed to covid,Quora,
Transmission - Countries with no Cases,433,what countries are still safe from covid,Quora,
Economic Effects - Individuals' Finances,435,how is covid affecting peoples personal finance,Quora,
Economic Effects - Individuals' Finances,435,what is the impact of covid to your business,Quora,
Societal Response - Most Prepared Countries,438,which country is the most equipped to deal with covid,Quora,
Societal Response - Most Prepared Countries,438,which countries have the best procedures in place to contain the covid,Quora,
Speculation - Conspiracy Theories,439,what arent they telling us about covid,Quora,
Speculation - Conspiracy Theories,439,what are the conspiracy theories surrounding covid,Quora,
Societal Response - Trump's Mishandling,445,is trump managing well on covid,Quora,
Societal Response - Trump's Mishandling,445,how is trump mishandling the covid situation,Quora,
Individual Response - Change in Plans,452,how is life under lockdown due to covid,Quora,
Individual Response - Change in Plans,452,have you changed any of your plans due to covid,Quora,
Societal Effects - Consequences of COVID,456,what are the bad impacts of the covid,Quora,
Societal Effects - Consequences of COVID,456,what do you think have been some of the unintended consequences of the covid pandemic,Quora,
Reporting - Movie About COVID,460,can we expect new movies after covid,Quora,
Reporting - Movie About COVID,460,do you think they will make a movie about covid,Quora,
Reporting - Misconceptions,463,what are some common misconceptions about covid,Quora,
Reporting - Misconceptions,463,what are some rumors related to covid,Quora,
Economic Effects - Real Estate,464,will real estate prices go down with the covid panic,Quora,
Economic Effects - Real Estate,464,is it safe to invest in buying property during covid,Quora,
Speculation - 2020 COVID Strain,467,how could covid become covid 20,Quora,
Speculation - 2020 COVID Strain,467,will there be a covid 20 or higher,Quora,
Societal Effects - Perception of China,470,have your views towards china changed after the burst of covid,Quora,
Societal Effects - Perception of China,470,how do you see china after the outbreak of covid,Quora,
Speculation - Time until Return to Normal,481,will all jobs come back fast once the covid pandemic is over,Quora,
Speculation - Time until Return to Normal,481,when do you think the world will stabilize after covid ends,Quora,
Prevention - Vaccine Creator,482,who found the vaccine for covid,Quora,
Prevention - Vaccine Creator,482,what company will produce the vaccine for covid,Quora,
Societal Response - Rebuilding Economy,485,how do we recover from the economic impacts of covid,Quora,
Societal Response - Rebuilding Economy,485,how can the global economy be back on its track after covid,Quora,
Societal Response - Use of Artificial Intelligence,490,how can artificial intelligence help with the covid epidemic,Quora,
Societal Response - Use of Artificial Intelligence,490,how can the power of artificial intelligence be utilized in fighting the covid,Quora,
Reporting - Use of COVID as Political Tool,510,is covid a political tool,Quora,
Reporting - Use of COVID as Political Tool,510,is the covid being misrepresented by the media for political purposes,Quora,
Societal Response - Improvements to US Response,515,how did the us fail to prevent a covid outbreak,Quora,
Societal Response - Improvements to US Response,515,how could the u.s. alter its response to covid to be more successful,Quora,
Speculation - Different President,517,how would the pandemic covid be different in america if trump wasnt president,Quora,
Speculation - Different President,517,would obama handle the covid incident better than trump,Quora,
Societal Response - Measures Taken,524,what are the various steps countries are taking to contain the covid,Quora,
Societal Response - Measures Taken,524,what are the safety measures taken globally to prevent covid,Quora,
Treatment - Founder of Cure,525,who will find the cure against the covid,Quora,
Treatment - Founder of Cure,525,which country will be the first to find the cure of covid,Quora,
Individual Response - Willingness to Get Vaccine,541,would you consider getting a vaccine for covid,Quora,
Individual Response - Willingness to Get Vaccine,541,will you take a mandatory covid vaccine,Quora,
Speculation - No COVID Response,543,what would happen if we just let covid run its course and not practice social distancing,Quora,
Speculation - No COVID Response,543,why cant we just let covid play itself out,Quora,
Prevention - Herd Immunity,550,is the swedish model of herd immunity for the covid virus a better way in the long run,Quora,
Prevention - Herd Immunity,550,is herd immunity the best way to stop the spread of covid,Quora,
Societal Response - Reason for Reopening Too Soon,553,why are people more concerned with going back to work than staying home until the covid virus improves,Quora,
Societal Response - Reason for Reopening Too Soon,553,why is america ready to reopen before a vaccine is made for covid,Quora,
Comparison - Black Death,566,is covid the black death of the 21st century,Quora,
Comparison - Black Death,566,is the covid pandemic comparable to the black death pandemic,Quora,
Individual Response - Books to Read,567,what are some good books to read while youre cooped up in self quarantine during the covid pandemic,Quora,
Individual Response - Books to Read,567,can you recommend me some interesting books to read during lockdown amid covid,Quora,
Comparison - COVID and HIV,569,will covid be another disease like aids,Quora,
Comparison - COVID and HIV,569,will covid eventually end up like hiv,Quora,
Having COVID - Possibility of being Undiagnosed,576,is it possible that you already had the covid virus and didnt know it,Quora,
Having COVID - Possibility of being Undiagnosed,576,could you get sick with a mild case of covid and fully recover without even realizing you were ill,Quora,
Origin - Karma Theory,577,is our destruction of nature responsible for covid,Quora,
Origin - Karma Theory,577,is covid a bringer of karma,Quora,
Individual Response - Resolution with Religion,582,why cant prayer relieve the covid situation,Quora,
Individual Response - Resolution with Religion,582,will jesus save the world from covid,Quora,
Societal Response - Bad Response from WHO,588,how did the who fail in this covid pandemic,Quora,
Societal Response - Bad Response from WHO,588,has the who been negligent in their response to covid,Quora,
Societal Response - Reasons for Politicization of COVID,589,why is the covid pandemic a bipartisan issue,Quora,
Societal Response - Reasons for Politicization of COVID,589,is there any way to de politicize the covid pandemic,Quora,
Societal Effects - Freedom,596,is it a violation of our freedom for the american economy to be closed due to covid,Quora,
Societal Effects - Freedom,596,is covid undermining our freedom,Quora,
Economic Effects - Cryptocurrencies,598,how has covid affected cryptocurrencies,Quora,
Economic Effects - Cryptocurrencies,598,is it a good idea to buy bitcoin during the covid pandemic,Quora,
Societal Effects - Martial Law,601,if covid gets out of control in the us is it possible that trump will declare martial law at some point,Quora,
Societal Effects - Martial Law,601,will covid really put the us into martial law,Quora,
Reporting - Classifying Deaths of Recovered Patients,611,should the people that died from a stroke after recovering from covid count as a covid victim,Quora,
Reporting - Classifying Deaths of Recovered Patients,611,why are all patients that die with covid being classified as covid related deaths even though covid might not have been the cause,Quora,
Societal Effects - US Politics,617,is covid the end of the conservative movement in america,Quora,
Societal Effects - US Politics,617,will covid change us politics,Quora,
Societal Effects - Democracy in China,624,will covid lead to the demand for democracy in china,Quora,
Societal Effects - Democracy in China,624,how could the covid virus hurt the chinese communist partys legitimacy,Quora,
Societal Effects - East and West Relations,631,how has covid altered us china relations,Quora,
Societal Effects - East and West Relations,631,how will the covid pandemic change chinas relationship with the west,Quora,
Reporting - Media Coverup,634,is covid worse than we are being told,Quora,
Reporting - Media Coverup,634,is the media hiding what is really going on in us hospitals amidst covid,Quora,
